year,sex,name,n,prop
1999,M,Kelechi,17,8.34e-6
1999,M,Khoi,17,8.34e-6
1999,M,Nephi,17,8.34e-6
1999,M,Phi,17,8.34e-6
1999,M,Shai,17,8.34e-6
1999,M,Tori,17,8.34e-6
1999,M,Uri,17,8.34e-6
1999,M,Yobani,17,8.34e-6
1999,M,Jimi,16,7.85e-6
1999,M,Moroni,16,7.85e-6
1999,M,Roni,16,7.85e-6
1999,M,Fadi,15,7.36e-6
1999,M,Imari,15,7.36e-6
1999,M,Jeremi,15,7.36e-6
1999,M,Kazuki,15,7.36e-6
1999,M,Kwesi,15,7.36e-6
1999,M,Ramzi,15,7.36e-6
1999,M,Viliami,15,7.36e-6
1999,M,Damoni,14,6.87e-6
1999,M,Davi,14,6.87e-6
1999,M,Gyasi,14,6.87e-6
1999,M,Hani,14,6.87e-6
1999,M,Hiroki,14,6.87e-6
1999,M,Nikoli,14,6.87e-6
1999,M,Olufemi,14,6.87e-6
1999,M,Rafi,14,6.87e-6
1999,M,Tamari,14,6.87e-6
1999,M,Yoni,14,6.87e-6
1999,M,Yuki,14,6.87e-6
1999,M,Ahmari,13,6.38e-6
1999,M,Aleksei,13,6.38e-6
1999,M,Brodi,13,6.38e-6
1999,M,Jobani,13,6.38e-6
1999,M,Kali,13,6.38e-6
1999,M,Keoki,13,6.38e-6
1999,M,Kolbi,13,6.38e-6
1999,M,Naftoli,13,6.38e-6
1999,M,Amauri,12,5.89e-6
1999,M,Denali,12,5.89e-6
1999,M,Emani,12,5.89e-6
1999,M,Gionni,12,5.89e-6
1999,M,Govanni,12,5.89e-6
1999,M,Jabori,12,5.89e-6
1999,M,Jabri,12,5.89e-6
1999,M,Javari,12,5.89e-6
1999,M,Kaci,12,5.89e-6
1999,M,Khamari,12,5.89e-6
1999,M,Larri,12,5.89e-6
1999,M,Matai,12,5.89e-6
1999,M,Nicholai,12,5.89e-6
1999,M,Nkosi,12,5.89e-6
1999,M,Sergei,12,5.89e-6
1999,M,Tahji,12,5.89e-6
1999,M,Tomi,12,5.89e-6
1999,M,Trei,12,5.89e-6
1999,M,Tri,12,5.89e-6
1999,M,Wei,12,5.89e-6
1999,M,Ajai,11,5.4e-6
1999,M,Demani,11,5.4e-6
1999,M,Dontai,11,5.4e-6
1999,M,Edi,11,5.4e-6
1999,M,Hai,11,5.4e-6
1999,M,Ifeanyi,11,5.4e-6
1999,M,Jakhari,11,5.4e-6
1999,M,Jeovani,11,5.4e-6
1999,M,Kavi,11,5.4e-6
1999,M,Khalfani,11,5.4e-6
1999,M,Khali,11,5.4e-6
1999,M,Leevi,11,5.4e-6
1999,M,Mahari,11,5.4e-6
1999,M,Maki,11,5.4e-6
1999,M,Maliki,11,5.4e-6
1999,M,Marqui,11,5.4e-6
1999,M,Mikai,11,5.4e-6
1999,M,Mordecai,11,5.4e-6
1999,M,Neri,11,5.4e-6
1999,M,Nickolai,11,5.4e-6
1999,M,Oluwafemi,11,5.4e-6
1999,M,Riki,11,5.4e-6
1999,M,Samari,11,5.4e-6
1999,M,Yianni,11,5.4e-6
1999,M,Yuuki,11,5.4e-6
1999,M,Averi,10,4.9100000000000004e-06
1999,M,Camari,10,4.9100000000000004e-06
1999,M,Chidi,10,4.9100000000000004e-06
1999,M,Itai,10,4.9100000000000004e-06
1999,M,Jacarri,10,4.9100000000000004e-06
1999,M,Jahmai,10,4.9100000000000004e-06
1999,M,Ji,10,4.9100000000000004e-06
1999,M,Jodeci,10,4.9100000000000004e-06
1999,M,Johari,10,4.9100000000000004e-06
1999,M,Kalei,10,4.9100000000000004e-06
1999,M,Khayri,10,4.9100000000000004e-06
1999,M,Malakhi,10,4.9100000000000004e-06
1999,M,Masaki,10,4.9100000000000004e-06
1999,M,Nakai,10,4.9100000000000004e-06
1999,M,Nikki,10,4.9100000000000004e-06
1999,M,Osei,10,4.9100000000000004e-06
1999,M,Rikki,10,4.9100000000000004e-06
1999,M,Rushi,10,4.9100000000000004e-06
1999,M,Seiji,10,4.9100000000000004e-06
1999,M,Tahjai,10,4.9100000000000004e-06
1999,M,Taiki,10,4.9100000000000004e-06
1999,M,Yovanni,10,4.9100000000000004e-06
1999,M,Zvi,10,4.9100000000000004e-06
1999,M,Askari,9,4.42e-6
1999,M,Chi,9,4.42e-6
1999,M,Dasani,9,4.42e-6
1999,M,Dekari,9,4.42e-6
1999,M,Jamauri,9,4.42e-6
1999,M,Javoni,9,4.42e-6
1999,M,Jeovanni,9,4.42e-6
1999,M,Jomari,9,4.42e-6
1999,M,Joni,9,4.42e-6
1999,M,Kairi,9,4.42e-6
1999,M,Kealii,9,4.42e-6
1999,M,Kemani,9,4.42e-6
1999,M,Kemari,9,4.42e-6
1999,M,Khairi,9,4.42e-6
1999,M,Kimari,9,4.42e-6
1999,M,Mani,9,4.42e-6
1999,M,Naftuli,9,4.42e-6
1999,M,Nairobi,9,4.42e-6
1999,M,Naoki,9,4.42e-6
1999,M,Oluwaseyi,9,4.42e-6
1999,M,Rei,9,4.42e-6
1999,M,Samori,9,4.42e-6
1999,M,Tajai,9,4.42e-6
1999,M,Tomoki,9,4.42e-6
1999,M,Wali,9,4.42e-6
1999,M,Yi,9,4.42e-6
1999,M,Zakai,9,4.42e-6
1999,M,Zamari,9,4.42e-6
1999,M,Abhi,8,3.92e-6
1999,M,Abishai,8,3.92e-6
1999,M,Adlai,8,3.92e-6
1999,M,Akwasi,8,3.92e-6
1999,M,Alhaji,8,3.92e-6
1999,M,Andoni,8,3.92e-6
1999,M,Capri,8,3.92e-6
1999,M,Chukwudi,8,3.92e-6
1999,M,Dacari,8,3.92e-6
1999,M,Davontai,8,3.92e-6
1999,M,Dezi,8,3.92e-6
1999,M,Di,8,3.92e-6
1999,M,Dmari,8,3.92e-6
1999,M,Giani,8,3.92e-6
1999,M,Giavonni,8,3.92e-6
1999,M,Jacolbi,8,3.92e-6
1999,M,Jamani,8,3.92e-6
1999,M,Jamarri,8,3.92e-6
1999,M,Jemari,8,3.92e-6
1999,M,Jhovani,8,3.92e-6
1999,M,Jibri,8,3.92e-6
1999,M,Kei,8,3.92e-6
1999,M,Kelii,8,3.92e-6
1999,M,Koi,8,3.92e-6
1999,M,Kwasi,8,3.92e-6
1999,M,Mahki,8,3.92e-6
1999,M,Nii,8,3.92e-6
1999,M,Raffi,8,3.92e-6
1999,M,Raini,8,3.92e-6
1999,M,Rashidi,8,3.92e-6
1999,M,Sandi,8,3.92e-6
1999,M,Tabari,8,3.92e-6
1999,M,Takashi,8,3.92e-6
1999,M,Trai,8,3.92e-6
1999,M,Xai,8,3.92e-6
1999,M,Adeyemi,7,3.43e-6
1999,M,Adi,7,3.43e-6
1999,M,Adonai,7,3.43e-6
1999,M,Ahmani,7,3.43e-6
1999,M,Amoni,7,3.43e-6
1999,M,Daiki,7,3.43e-6
1999,M,Demoni,7,3.43e-6
1999,M,Dimetri,7,3.43e-6
1999,M,Dondi,7,3.43e-6
1999,M,Giavanni,7,3.43e-6
1999,M,Giezi,7,3.43e-6
1999,M,Ikechi,7,3.43e-6
1999,M,Isahi,7,3.43e-6
1999,M,Jahbari,7,3.43e-6
1999,M,Jaloni,7,3.43e-6
1999,M,Jamai,7,3.43e-6
1999,M,Jami,7,3.43e-6
1999,M,Jamiroquai,7,3.43e-6
1999,M,Janai,7,3.43e-6
1999,M,Janari,7,3.43e-6
1999,M,Javani,7,3.43e-6
1999,M,Jovoni,7,3.43e-6
1999,M,Kasai,7,3.43e-6
1999,M,Kemoni,7,3.43e-6
1999,M,Ki,7,3.43e-6
1999,M,Koji,7,3.43e-6
1999,M,Lehi,7,3.43e-6
1999,M,Machi,7,3.43e-6
1999,M,Mahonri,7,3.43e-6
1999,M,Mekhai,7,3.43e-6
1999,M,Naki,7,3.43e-6
1999,M,Nicoli,7,3.43e-6
1999,M,Ojani,7,3.43e-6
1999,M,Prithvi,7,3.43e-6
1999,M,Satoshi,7,3.43e-6
1999,M,Sinai,7,3.43e-6
1999,M,Taichi,7,3.43e-6
1999,M,Takai,7,3.43e-6
1999,M,Tyjai,7,3.43e-6
1999,M,Abdi,6,2.94e-6
1999,M,Abdulahi,6,2.94e-6
1999,M,Akai,6,2.94e-6
1999,M,Amadi,6,2.94e-6
1999,M,Armanni,6,2.94e-6
1999,M,Cai,6,2.94e-6
1999,M,Chai,6,2.94e-6
1999,M,Eri,6,2.94e-6
1999,M,Etai,6,2.94e-6
1999,M,Jabarri,6,2.94e-6
1999,M,Jachai,6,2.94e-6
1999,M,Jahki,6,2.94e-6
1999,M,Jahmani,6,2.94e-6
1999,M,Jahri,6,2.94e-6
1999,M,Jani,6,2.94e-6
1999,M,Jkai,6,2.94e-6
1999,M,Jori,6,2.94e-6
1999,M,Kaili,6,2.94e-6
1999,M,Kaimi,6,2.94e-6
1999,M,Kavari,6,2.94e-6
1999,M,Kci,6,2.94e-6
1999,M,Koki,6,2.94e-6
1999,M,Kwali,6,2.94e-6
1999,M,Lamari,6,2.94e-6
1999,M,Leroi,6,2.94e-6
1999,M,Loui,6,2.94e-6
1999,M,Mamadi,6,2.94e-6
1999,M,Mekai,6,2.94e-6
1999,M,Razi,6,2.94e-6
1999,M,Romi,6,2.94e-6
1999,M,Ruairi,6,2.94e-6
1999,M,Rudi,6,2.94e-6
1999,M,Semisi,6,2.94e-6
1999,M,Taisei,6,2.94e-6
1999,M,Taishi,6,2.94e-6
1999,M,Tayari,6,2.94e-6
1999,M,Tobi,6,2.94e-6
1999,M,Tyki,6,2.94e-6
1999,M,Yishai,6,2.94e-6
1999,M,Zimri,6,2.94e-6
1999,M,Adoni,5,2.45e-6
1999,M,Afolabi,5,2.45e-6
1999,M,Amonti,5,2.45e-6
1999,M,Anahi,5,2.45e-6
1999,M,Arbi,5,2.45e-6
1999,M,Areli,5,2.45e-6
1999,M,Asani,5,2.45e-6
1999,M,Ayodeji,5,2.45e-6
1999,M,Benji,5,2.45e-6
1999,M,Chadi,5,2.45e-6
1999,M,Charli,5,2.45e-6
1999,M,Dagmawi,5,2.45e-6
1999,M,Deivi,5,2.45e-6
1999,M,Delani,5,2.45e-6
1999,M,Deontai,5,2.45e-6
1999,M,Devontai,5,2.45e-6
1999,M,Dimari,5,2.45e-6
1999,M,Emauri,5,2.45e-6
1999,M,Endi,5,2.45e-6
1999,M,Esli,5,2.45e-6
1999,M,Freddi,5,2.45e-6
1999,M,Gemini,5,2.45e-6
1999,M,Givanni,5,2.45e-6
1999,M,Haadi,5,2.45e-6
1999,M,Heli,5,2.45e-6
1999,M,Henrri,5,2.45e-6
1999,M,Hiroshi,5,2.45e-6
1999,M,Inaki,5,2.45e-6
1999,M,Jahmali,5,2.45e-6
1999,M,Jakarri,5,2.45e-6
1999,M,Jaki,5,2.45e-6
1999,M,Jamoni,5,2.45e-6
1999,M,Jaquari,5,2.45e-6
1999,M,Javonni,5,2.45e-6
1999,M,Jefri,5,2.45e-6
1999,M,Jerimi,5,2.45e-6
1999,M,Jermani,5,2.45e-6
1999,M,Jmari,5,2.45e-6
1999,M,Joevanni,5,2.45e-6
1999,M,Kadari,5,2.45e-6
1999,M,Kamauri,5,2.45e-6
1999,M,Kanai,5,2.45e-6
1999,M,Kapri,5,2.45e-6
1999,M,Kari,5,2.45e-6
1999,M,Kawaski,5,2.45e-6
1999,M,Kenai,5,2.45e-6
1999,M,Khi,5,2.45e-6
1999,M,Khyri,5,2.45e-6
1999,M,Kiani,5,2.45e-6
1999,M,Kimoni,5,2.45e-6
1999,M,Kiyoshi,5,2.45e-6
1999,M,Loki,5,2.45e-6
1999,M,Luai,5,2.45e-6
1999,M,Majdi,5,2.45e-6
1999,M,Makari,5,2.45e-6
1999,M,Masai,5,2.45e-6
1999,M,Mykelti,5,2.45e-6
1999,M,Najji,5,2.45e-6
1999,M,Naphtali,5,2.45e-6
1999,M,Navi,5,2.45e-6
1999,M,Nefi,5,2.45e-6
1999,M,Nicholi,5,2.45e-6
1999,M,Odai,5,2.45e-6
1999,M,Osmani,5,2.45e-6
1999,M,Perri,5,2.45e-6
1999,M,Ranferi,5,2.45e-6
1999,M,Rashi,5,2.45e-6
1999,M,Rui,5,2.45e-6
1999,M,Sabri,5,2.45e-6
1999,M,Sakai,5,2.45e-6
1999,M,Sakari,5,2.45e-6
1999,M,Santi,5,2.45e-6
1999,M,Si,5,2.45e-6
1999,M,Subhi,5,2.45e-6
1999,M,Takari,5,2.45e-6
1999,M,Tavari,5,2.45e-6
1999,M,Tendai,5,2.45e-6
1999,M,Tomasi,5,2.45e-6
1999,M,Tyri,5,2.45e-6
1999,M,Vamsi,5,2.45e-6
1999,M,Yossi,5,2.45e-6
1999,M,Yuji,5,2.45e-6
2000,F,Naomi,1751,8.7775e-4
2000,F,Tori,1246,6.246e-4
2000,F,Imani,1051,5.2685e-4
2000,F,Heidi,879,4.4063e-4
2000,F,Anahi,814,4.0804e-4
2000,F,Brandi,744,3.7295e-4
2000,F,Kali,660,3.3085e-4
2000,F,Lexi,642,3.2182e-4
2000,F,Amari,519,2.6017e-4
2000,F,Leilani,505,2.5315e-4
2000,F,Kelli,483,2.4212e-4
2000,F,Toni,477,2.3911e-4
2000,F,Sydni,468,2.346e-4
2000,F,Sarai,465,2.331e-4
2000,F,Destini,458,2.2959e-4
2000,F,Nikki,443,2.2207e-4
2000,F,Araceli,422,2.1154e-4
2000,F,Noemi,420,2.1054e-4
2000,F,Nayeli,418,2.0954e-4
2000,F,Karli,394,1.9751e-4
2000,F,Carli,311,1.559e-4
2000,F,Amani,308,1.544e-4
2000,F,Armani,305,1.5289e-4
2000,F,Kelsi,304,1.5239e-4
2000,F,Kayli,301,1.5089e-4
2000,F,Maci,299,1.4988e-4
2000,F,Kari,293,1.4688e-4
2000,F,Kennedi,291,1.4587e-4
2000,F,Citlalli,281,1.4086e-4
2000,F,Cali,277,1.3886e-4
2000,F,Randi,257,1.2883e-4
2000,F,Lori,255,1.2783e-4
2000,F,Ali,235,1.178e-4
2000,F,Anjali,230,1.153e-4
2000,F,Kaci,224,1.1229e-4
2000,F,Kori,218,1.0928e-4
2000,F,Ashanti,206,1.0326e-4
2000,F,Keri,203,1.0176e-4
2000,F,Sarahi,203,1.0176e-4
2000,F,Tiffani,185,9.274e-5
2000,F,Demi,183,9.173e-5
2000,F,Emani,183,9.173e-5
2000,F,Estefani,178,8.923e-5
2000,F,Shelbi,175,8.772e-5
2000,F,Kristi,173,8.672e-5
2000,F,Areli,170,8.522e-5
2000,F,Jodi,170,8.522e-5
2000,F,Cori,165,8.271e-5
2000,F,Alexi,163,8.171e-5
2000,F,Hali,163,8.171e-5
2000,F,Yareli,158,7.92e-5
2000,F,Citlali,155,7.77e-5
2000,F,Brittani,151,7.569e-5
2000,F,Kerri,151,7.569e-5
2000,F,Triniti,151,7.569e-5
2000,F,Kalli,150,7.519e-5
2000,F,Jami,146,7.319e-5
2000,F,Lesli,145,7.269e-5
2000,F,Mari,145,7.269e-5
2000,F,Magali,142,7.118e-5
2000,F,Alli,138,6.918e-5
2000,F,Makenzi,138,6.918e-5
2000,F,Jaci,136,6.817e-5
2000,F,Terri,136,6.817e-5
2000,F,Calli,133,6.667e-5
2000,F,Kai,131,6.567e-5
2000,F,Ashli,130,6.517e-5
2000,F,Eboni,128,6.416e-5
2000,F,Averi,126,6.316e-5
2000,F,Eleni,126,6.316e-5
2000,F,Bobbi,125,6.266e-5
2000,F,Natali,122,6.116e-5
2000,F,Rubi,118,5.915e-5
2000,F,Imari,116,5.815e-5
2000,F,Alani,114,5.715e-5
2000,F,Hayli,114,5.715e-5
2000,F,Laci,112,5.614e-5
2000,F,Jessi,111,5.564e-5
2000,F,Shivani,111,5.564e-5
2000,F,Kaeli,110,5.514e-5
2000,F,Kaili,109,5.464e-5
2000,F,Anai,107,5.364e-5
2000,F,Stefani,104,5.213e-5
2000,F,Kami,103,5.163e-5
2000,F,Mackenzi,102,5.113e-5
2000,F,Kalei,98,4.913e-5
2000,F,Dani,97,4.862e-5
2000,F,Joi,97,4.862e-5
2000,F,Cami,93,4.662e-5
2000,F,Anayeli,89,4.461e-5
2000,F,Ani,89,4.461e-5
2000,F,Litzi,88,4.411e-5
2000,F,Yaneli,87,4.361e-5
2000,F,Lani,86,4.311e-5
2000,F,Emoni,84,4.211e-5
2000,F,Brittni,83,4.161e-5
2000,F,Rikki,83,4.161e-5
2000,F,Mckenzi,81,4.06e-5
2000,F,Lili,80,4.01e-5
2000,F,Shamari,80,4.01e-5
2000,F,Halli,78,3.91e-5
2000,F,Aditi,77,3.86e-5
2000,F,Holli,77,3.86e-5
2000,F,Lilli,77,3.86e-5
2000,F,Mandi,77,3.86e-5
2000,F,Siani,74,3.709e-5
2000,F,Destani,72,3.609e-5
2000,F,Peri,72,3.609e-5
2000,F,Traci,72,3.609e-5
2000,F,Capri,71,3.559e-5
2000,F,Codi,71,3.559e-5
2000,F,Janai,71,3.559e-5
2000,F,Mai,71,3.559e-5
2000,F,Joni,69,3.459e-5
2000,F,Noelani,69,3.459e-5
2000,F,Teri,69,3.459e-5
2000,F,Abbi,68,3.409e-5
2000,F,Charli,68,3.409e-5
2000,F,Kalani,68,3.409e-5
2000,F,Ami,66,3.308e-5
2000,F,Emili,66,3.308e-5
2000,F,Kamari,66,3.308e-5
2000,F,Melani,66,3.308e-5
2000,F,Nohemi,66,3.308e-5
2000,F,Remi,66,3.308e-5
2000,F,Britni,65,3.258e-5
2000,F,Kyli,65,3.258e-5
2000,F,Yatzari,65,3.258e-5
2000,F,Staci,64,3.208e-5
2000,F,Bayli,63,3.158e-5
2000,F,Kelci,63,3.158e-5
2000,F,Lorelei,63,3.158e-5
2000,F,Deysi,62,3.108e-5
2000,F,Kaylei,62,3.108e-5
2000,F,Ricki,62,3.108e-5
2000,F,Kenzi,61,3.058e-5
2000,F,Andi,60,3.008e-5
2000,F,Kodi,60,3.008e-5
2000,F,Niki,60,3.008e-5
2000,F,Sonali,60,3.008e-5
2000,F,Shani,59,2.958e-5
2000,F,Dasani,58,2.907e-5
2000,F,Destyni,58,2.907e-5
2000,F,Kati,58,2.907e-5
2000,F,Jayci,57,2.857e-5
2000,F,Jeri,57,2.857e-5
2000,F,Mitzi,57,2.857e-5
2000,F,Emi,56,2.807e-5
2000,F,Kassi,55,2.757e-5
2000,F,Elli,54,2.707e-5
2000,F,Kateri,54,2.707e-5
2000,F,Nanci,54,2.707e-5
2000,F,Sinai,54,2.707e-5
2000,F,Torri,54,2.707e-5
2000,F,Daysi,53,2.657e-5
2000,F,Kailani,53,2.657e-5
2000,F,Gianni,52,2.607e-5
2000,F,Haili,52,2.607e-5
2000,F,Keilani,52,2.607e-5
2000,F,Tanvi,52,2.607e-5
2000,F,Armoni,51,2.557e-5
2000,F,Darci,51,2.557e-5
2000,F,Kassidi,51,2.557e-5
2000,F,Stephani,51,2.557e-5
2000,F,Chelsi,50,2.506e-5
2000,F,Mallori,50,2.506e-5
2000,F,Molli,50,2.506e-5
2000,F,Kiani,49,2.456e-5
2000,F,Yuri,49,2.456e-5
2000,F,Cassidi,48,2.406e-5
2000,F,Dyani,47,2.356e-5
2000,F,Marli,47,2.356e-5
2000,F,Merari,47,2.356e-5
2000,F,Sherri,47,2.356e-5
2000,F,Amoni,46,2.306e-5
2000,F,Ashlei,46,2.306e-5
2000,F,Avani,46,2.306e-5
2000,F,Cari,46,2.306e-5
2000,F,Emeli,46,2.306e-5
2000,F,Nalani,46,2.306e-5
2000,F,Xitlali,46,2.306e-5
2000,F,Adamari,45,2.256e-5
2000,F,Shai,45,2.256e-5
2000,F,Shruti,45,2.256e-5
2000,F,Graci,44,2.206e-5
2000,F,Jori,44,2.206e-5
2000,F,Mimi,44,2.206e-5
2000,F,Stormi,44,2.206e-5
2000,F,Aubri,43,2.156e-5
2000,F,Keeli,43,2.156e-5
2000,F,Mansi,43,2.156e-5
2000,F,Nidhi,43,2.156e-5
2000,F,Zuri,43,2.156e-5
2000,F,Amairani,42,2.105e-5
2000,F,Perri,42,2.105e-5
2000,F,Sunni,42,2.105e-5
2000,F,Vicki,42,2.105e-5
2000,F,Cassi,41,2.055e-5
2000,F,Danni,41,2.055e-5
2000,F,Delani,41,2.055e-5
2000,F,Kamri,41,2.055e-5
2000,F,Kenadi,41,2.055e-5
2000,F,Mei,41,2.055e-5
2000,F,Denali,40,2.005e-5
2000,F,Kayci,40,2.005e-5
2000,F,Tommi,40,2.005e-5
2000,F,Kasi,39,1.955e-5
2000,F,Kennadi,39,1.955e-5
2000,F,Nayelli,39,1.955e-5
2000,F,Ronni,38,1.905e-5
2000,F,Shari,38,1.905e-5
2000,F,Wendi,38,1.905e-5
2000,F,Ciani,37,1.855e-5
2000,F,Harli,37,1.855e-5
2000,F,Itati,37,1.855e-5
2000,F,Kenedi,37,1.855e-5
2000,F,Roshni,37,1.855e-5
2000,F,Rani,36,1.805e-5
2000,F,Jai,35,1.754e-5
2000,F,Kortni,35,1.754e-5
2000,F,Siri,35,1.754e-5
2000,F,Tomi,35,1.754e-5
2000,F,Ahtziri,34,1.704e-5
2000,F,Aarushi,33,1.654e-5
2000,F,Anali,33,1.654e-5
2000,F,Aolani,33,1.654e-5
2000,F,Britani,33,1.654e-5
2000,F,Marti,33,1.654e-5
2000,F,Samari,33,1.654e-5
2000,F,Sari,33,1.654e-5
2000,F,Halei,32,1.604e-5
2000,F,Haylei,32,1.604e-5
2000,F,Ishani,32,1.604e-5
2000,F,Nhi,32,1.604e-5
2000,F,Roni,32,1.604e-5
2000,F,Sammi,32,1.604e-5
2000,F,Tai,32,1.604e-5
2000,F,Tali,32,1.604e-5
2000,F,Kanani,31,1.554e-5
2000,F,Kaylani,31,1.554e-5
2000,F,Kimani,31,1.554e-5
2000,F,Nandini,31,1.554e-5
2000,F,Angeli,30,1.504e-5
2000,F,Harmoni,30,1.504e-5
2000,F,Kylei,30,1.504e-5
2000,F,Noeli,30,1.504e-5
2000,F,Sandi,30,1.504e-5
2000,F,Baili,29,1.454e-5
2000,F,Cheri,29,1.454e-5
2000,F,Christi,29,1.454e-5
2000,F,Kealani,29,1.454e-5
2000,F,Nahomi,29,1.454e-5
2000,F,Shalini,29,1.454e-5
2000,F,Cianni,28,1.404e-5
2000,F,Ezri,28,1.404e-5
2000,F,Kadi,28,1.404e-5
2000,F,Kimberli,28,1.404e-5
2000,F,Kobi,28,1.404e-5
2000,F,Mali,28,1.404e-5
2000,F,Sheri,28,1.404e-5
2000,F,Adi,27,1.353e-5
2000,F,Camri,27,1.353e-5
2000,F,Cindi,27,1.353e-5
2000,F,Cyndi,27,1.353e-5
2000,F,Elani,27,1.353e-5
2000,F,Imoni,27,1.353e-5
2000,F,Jenni,27,1.353e-5
2000,F,Josi,27,1.353e-5
2000,F,Nandi,27,1.353e-5
2000,F,Rori,27,1.353e-5
2000,F,Stevi,27,1.353e-5
2000,F,Tobi,27,1.353e-5
2000,F,Arushi,26,1.303e-5
2000,F,Emari,26,1.303e-5
2000,F,Esli,26,1.303e-5
2000,F,Hailei,26,1.303e-5
2000,F,Infiniti,26,1.303e-5
2000,F,Jamari,26,1.303e-5
2000,F,Kailei,26,1.303e-5
2000,F,Vashti,26,1.303e-5
2000,F,Ari,25,1.253e-5
2000,F,Audri,25,1.253e-5
2000,F,Bradi,25,1.253e-5
2000,F,Deisi,25,1.253e-5
2000,F,Kolbi,25,1.253e-5
2000,F,Nalleli,25,1.253e-5
2000,F,Shruthi,25,1.253e-5
2000,F,Sydnei,25,1.253e-5
2000,F,Tiani,25,1.253e-5
2000,F,Candi,24,1.203e-5
2000,F,Franki,24,1.203e-5
2000,F,Giovanni,24,1.203e-5
2000,F,Joli,24,1.203e-5
2000,F,Kynnedi,24,1.203e-5
2000,F,Meri,24,1.203e-5
2000,F,Midori,24,1.203e-5
2000,F,Natori,24,1.203e-5
2000,F,Niomi,24,1.203e-5
2000,F,Sachi,24,1.203e-5
2000,F,Tami,24,1.203e-5
2000,F,Yuki,24,1.203e-5
2000,F,Zari,24,1.203e-5
2000,F,Courtni,23,1.153e-5
2000,F,Damani,23,1.153e-5
2000,F,Darbi,23,1.153e-5
2000,F,Gigi,23,1.153e-5
2000,F,Jeni,23,1.153e-5
2000,F,Maggi,23,1.153e-5
2000,F,Miki,23,1.153e-5
2000,F,Pallavi,23,1.153e-5
2000,F,Sharai,23,1.153e-5
2000,F,Sruthi,23,1.153e-5
2000,F,Tawni,23,1.153e-5
2000,F,Tehani,23,1.153e-5
2000,F,Vaishnavi,23,1.153e-5
2000,F,Zoi,23,1.153e-5
2000,F,Avni,22,1.103e-5
2000,F,Dusti,22,1.103e-5
2000,F,Jaymi,22,1.103e-5
2000,F,Jerri,22,1.103e-5
2000,F,Keli,22,1.103e-5
2000,F,Leydi,22,1.103e-5
2000,F,Lyndsi,22,1.103e-5
2000,F,Shanti,22,1.103e-5
2000,F,Ailani,21,1.053e-5
2000,F,Araseli,21,1.053e-5
2000,F,Ashaunti,21,1.053e-5
2000,F,Bethani,21,1.053e-5
2000,F,Cydni,21,1.053e-5
2000,F,Dori,21,1.053e-5
2000,F,Kamani,21,1.053e-5
2000,F,Kourtni,21,1.053e-5
2000,F,Luci,21,1.053e-5
2000,F,Mahogani,21,1.053e-5
2000,F,Matti,21,1.053e-5
2000,F,Megumi,21,1.053e-5
2000,F,Vi,21,1.053e-5
2000,F,Yeni,21,1.053e-5
2000,F,Ashunti,20,1.003e-5
2000,F,Camari,20,1.003e-5
2000,F,Damari,20,1.003e-5
2000,F,Malori,20,1.003e-5
2000,F,Misti,20,1.003e-5
2000,F,Neomi,20,1.003e-5
2000,F,Nizhoni,20,1.003e-5
2000,F,Sadi,20,1.003e-5
2000,F,Saloni,20,1.003e-5
2000,F,Sami,20,1.003e-5
2000,F,Satori,20,1.003e-5
2000,F,Solei,20,1.003e-5
2000,F,Vasiliki,20,1.003e-5
2000,F,Xitlalli,20,1.003e-5
2000,F,Amarri,19,9.52e-6
2000,F,Baylei,19,9.52e-6
2000,F,Cammi,19,9.52e-6
2000,F,Chandni,19,9.52e-6
2000,F,Janvi,19,9.52e-6
2000,F,Kambri,19,9.52e-6
2000,F,Kaysi,19,9.52e-6
2000,F,Landri,19,9.52e-6
2000,F,Lyndi,19,9.52e-6
2000,F,Madai,19,9.52e-6
2000,F,Mayeli,19,9.52e-6
2000,F,Mikki,19,9.52e-6
2000,F,Milani,19,9.52e-6
2000,F,Neftali,19,9.52e-6
2000,F,Nyomi,19,9.52e-6
2000,F,Annahi,18,9.02e-6
2000,F,Bibi,18,9.02e-6
2000,F,Cassadi,18,9.02e-6
2000,F,Colbi,18,9.02e-6
2000,F,Cortni,18,9.02e-6
2000,F,Emmi,18,9.02e-6
2000,F,Gemini,18,9.02e-6
2000,F,Jani,18,9.02e-6
2000,F,Janki,18,9.02e-6
2000,F,Juhi,18,9.02e-6
2000,F,Kapri,18,9.02e-6
2000,F,Loni,18,9.02e-6
2000,F,Lynzi,18,9.02e-6
2000,F,Marci,18,9.02e-6
2000,F,Marieli,18,9.02e-6
2000,F,Meilani,18,9.02e-6
2000,F,Preethi,18,9.02e-6
2000,F,Preeti,18,9.02e-6
2000,F,Sidni,18,9.02e-6
2000,F,Tifani,18,9.02e-6
2000,F,Ivori,17,8.52e-6
2000,F,Jenai,17,8.52e-6
2000,F,Kymani,17,8.52e-6
2000,F,Lindsi,17,8.52e-6
2000,F,Mayci,17,8.52e-6
2000,F,Melodi,17,8.52e-6
2000,F,Nirali,17,8.52e-6
2000,F,Riddhi,17,8.52e-6
2000,F,Ruchi,17,8.52e-6
2000,F,Shandi,17,8.52e-6
2000,F,Shefali,17,8.52e-6
2000,F,Tamari,17,8.52e-6
2000,F,Ymani,17,8.52e-6
2000,F,Yuritzi,17,8.52e-6
2000,F,Akari,16,8.02e-6
